SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-2-2014,Townhouse,107 Commonwealth Ave,Alexandria,VA,22301,840000,2,2.0,ROSEMONT,1235,2299,1940,14,680,,Pending,,,https://www.redfin.com/VA/Alexandria/107-Commonwealth-Ave-22301/home/11843353,BRIGHT MLS,VAAX2012180,N,Y,38.8092632,-77.0603252
PAST SALE,December-11-2019,Single Family Residential,6803 Lamp Post Ln,Alexandria,VA,22306,835000,4,3.0,STONEYBROOKE,3589,11185,1973,7,233,,Pending,,,https://www.redfin.com/VA/Alexandria/6803-Lamp-Post-Ln-22306/home/9790112,BRIGHT MLS,VAFX2070304,N,Y,38.7692604,-77.0968481
PAST SALE,June-25-1990,Townhouse,5206 Cottingham Pl,Alexandria,VA,22304,830000,3,4.0,LANDMARK MEWS,2945,2208,1983,1,282,165,Pending,,,https://www.redfin.com/VA/Alexandria/5206-Cottingham-Pl-22304/home/9724936,BRIGHT MLS,VAFX2060696,N,Y,38.8113219,-77.145538
MLS Listing,,Townhouse,1912 Duffield Ln,Alexandria,VA,22307,829000,4,3.5,BELLE HAVEN ON THE GREEN,2287,3132,1986,18,362,145,Active,,,https://www.redfin.com/VA/Alexandria/1912-Duffield-Ln-22307/home/9763844,BRIGHT MLS,VAFX2062510,N,Y,38.7890369,-77.0633945
New Construction Plan,,Townhouse,Kempton IV,Alexandria,VA,22306,828990,5,4.5,North Hill,2558,,,,324,,Active,,,https://www.redfin.com/VA/Alexandria/North-Hill/Kempton-IV/home/178785641,NewHomeSource.com,Plan-191931295,N,Y,38.759468,-77.082101
MLS Listing,,Townhouse,05 Mountaineer Dr,Alexandria,VA,22306,828990,5,4.5,NORTH HILL,2558,3000,2021,184,324,112,Active,,,https://www.redfin.com/VA/Alexandria/05-Mountaineer-DR-22306/home/177496450,BRIGHT MLS,VAFX2026746,N,Y,38.75907592,-77.08256131
PAST SALE,July-1-2016,Single Family Residential,4208 Pickering Pl,Alexandria,VA,22309,825000,4,2.5,SOUTHWOOD,2100,14012,1969,25,393,,Pending,,,https://www.redfin.com/VA/Alexandria/4208-Pickering-Pl-22309/home/9825894,BRIGHT MLS,VAFX2068946,N,Y,38.7135924,-77.1056596
PAST SALE,June-17-2019,Single Family Residential,6305 Seventh St,Alexandria,VA,22312,825000,4,3.0,LINCOLNIA PARK,2035,22806,1950,6,405,,Pending,,,https://www.redfin.com/VA/Alexandria/6305-7th-St-22312/home/9724129,BRIGHT MLS,VAFX2054132,N,Y,38.8152729,-77.1495724
MLS Listing,,Single Family Residential,3133 S Glebe Rd,Arlington,VA,22202,825000,2,2.0,OAKCREST,1026,7354,1938,14,804,,Active,,,https://www.redfin.com/VA/Arlington/3133-S-Glebe-Rd-22202/home/11277077,BRIGHT MLS,VAAR2017284,N,Y,38.845886,-77.063471
MLS Listing,,Townhouse,102 E Glendale Ave,Alexandria,VA,22301,825000,3,2.0,BRENTON,1458,2500,1954,3,566,,Active,,,https://www.redfin.com/VA/Alexandria/102-E-Glendale-Ave-22301/home/11845793,BRIGHT MLS,VAAX2013694,N,Y,38.817079,-77.061155
PAST SALE,June-30-2016,Townhouse,21 Myrtle St E Unit A,Alexandria,VA,22301,825000,2,2.0,DEL RAY/ROSEMONT,1383,2500,1940,7,597,,Pending,,,https://www.redfin.com/VA/Alexandria/21-E-Myrtle-St-22301/unit-A/home/22667988,BRIGHT MLS,VAAX2012872,N,Y,38.814822,-77.06053
MLS Listing,,Single Family Residential,6263 Gentle Ln,Alexandria,VA,22310,825000,4,2.5,KINGS LANDING,1952,8400,1984,5,423,9,Active,,,https://www.redfin.com/VA/Alexandria/6263-Gentle-Ln-22310/home/9759644,BRIGHT MLS,VAFX2070382,N,Y,38.7802936,-77.087991
MLS Listing,,Condo/Co-op,2181 Jamieson Ave Unit 1902-2002,Alexandria,VA,22314,825000,3,3.5,CARLYLE TOWERS,1740,,2001,65,474,1049,Active,,,https://www.redfin.com/VA/Alexandria/2181-Jamieson-Ave-22314/home/17062029,BRIGHT MLS,VAAX2011222,N,Y,38.8029799,-77.0671046
MLS Listing,,Townhouse,5315 Jesmond St,Alexandria,VA,22315,825000,3,2.5,KINGSTOWNE SEC 45 SEC 47,2172,2814,1998,47,380,108,Contingent,,,https://www.redfin.com/VA/Alexandria/5315-Jesmond-St-22315/home/9783649,BRIGHT MLS,VAFX2056580,N,Y,38.7749939,-77.1264564
MLS Listing,,Condo/Co-op,400 Madison St #1604,Alexandria,VA,22314,825000,2,2.0,ALEXANDRIA HOUSE,1298,,1975,18,636,1363,Contingent,,,https://www.redfin.com/VA/Alexandria/400-Madison-St-22314/unit-1604/home/11841886,BRIGHT MLS,VAAX2012776,N,Y,38.8124313,-77.0424589
MLS Listing,,Single Family Residential,7300 Hollyford Ln,Alexandria,VA,22315,824999,4,3.5,KINGSTOWNE,1842,7187,1994,4,448,108,Active,,,https://www.redfin.com/VA/Alexandria/7300-Hollyford-Ln-22315/home/9786019,BRIGHT MLS,VAFX2071054,N,Y,38.7584424,-77.1563579
MLS Listing,,Townhouse,5126 Knapp Pl,Alexandria,VA,22304,824999,3,3.5,CAMERON STATION,2440,1090,2001,33,338,137,Active,,,https://www.redfin.com/VA/Alexandria/5126-Knapp-Pl-22304/home/11875206,BRIGHT MLS,VAAX2012340,N,Y,38.8064078,-77.1211775
MLS Listing,,Condo/Co-op,701 Swann Ave Unit TWO-110,Alexandria,VA,22301,822900,2,2.0,POTOMAC YARD,1224,,2022,45,672,630,Active,,,https://www.redfin.com/VA/Alexandria/701-Swann-Ave-22301/unit-TWO-110/home/179142713,BRIGHT MLS,VAAX2012112,N,Y,38.8293894,-77.0502802
